1422404645 0 0 2 0 0 0
1422404850 0 0 3 0 0 0
1423937135 0 0 4 0 0 0
1423937200 0 1 4 0 0 0
1425398299 1 1 4 0 0 0
1427819829 2 1 4 0 0 0
1428434794 2 1 5 0 0 0
1428455701 2 1 6 0 0 0
1428455786 2 2 6 0 0 0
1429055868 2 2 7 0 0 0
1429629056 2 2 8 0 0 0
1429629113 2 3 8 0 0 0
1429629807 2 3 9 0 0 0
1430075763 2 3 10 0 0 0
1430076120 2 4 10 0 0 0
1430076818 2 4 11 0 0 0
1430084129 2 4 12 0 0 0
1430268366 2 4 13 0 0 0
1430268472 2 5 13 0 0 0
1430268555 2 5 14 0 0 0
1441659028 3 5 14 0 0 0
1441659108 3 6 14 0 0 0
1441760249 3 6 14 1 0 0
1441760965 3 6 14 2 0 0
1441762104 3 6 14 3 0 0
1441763713 3 6 14 4 0 0
1441768072 3 6 14 5 0 0
1441769128 3 7 14 5 0 0
1441770169 3 7 14 6 0 0
1441803382 3 8 14 6 0 0
1441859736 3 8 14 7 0 0
1441860423 3 8 14 8 0 0
1441868749 3 9 14 8 0 0
1442535909 4 9 14 8 0 0
1442594305 5 9 14 8 0 0
1442597943 6 9 14 8 0 0
1442599083 7 9 14 8 0 0
1442803860 8 9 14 8 0 0
1442805905 9 9 14 8 0 0
1442806479 10 9 14 8 0 0
1442806809 10 10 14 8 0 0
1442806858 11 10 14 8 0 0
1442806919 11 11 14 8 0 0
1442853628 12 11 14 8 0 0
1442853679 12 12 14 8 0 0
1442891410 12 12 14 9 0 0
1442936875 12 13 14 9 0 0
1444690310 13 13 14 9 0 0
1444690415 13 14 14 9 0 0
1444752758 14 14 14 9 0 0
1444753026 14 15 14 9 0 0
1444868503 15 15 14 9 0 0
1444868617 15 16 14 9 0 0
1445185807 16 16 14 9 0 0
1445187890 17 16 14 9 0 0
1445187993 17 17 14 9 0 0
1445188218 18 17 14 9 0 0
1445188282 18 18 14 9 0 0
1445373312 18 18 14 9 1 0
1445373655 18 18 14 9 2 0
1446080345 19 18 14 9 2 0
1446080913 20 18 14 9 2 0
1446147444 21 18 14 9 2 0
1446152369 22 18 14 9 2 0
1446152508 23 18 14 9 2 0
1446152574 23 19 14 9 2 0
1446955126 24 19 14 9 2 0
1447295008 25 19 14 9 2 0
1447295157 25 20 14 9 2 0
1447798565 25 20 14 9 3 0
1447798654 25 20 14 9 4 0
1447798904 25 20 14 9 5 0
1447817445 25 20 14 10 5 0
1447817846 25 20 14 11 5 0
1447820144 25 21 14 11 5 0
1448421618 26 21 14 11 5 0
1448421747 27 21 14 11 5 0
1448421897 27 22 14 11 5 0
1448422831 28 22 14 11 5 0
1448422876 29 22 14 11 5 0
1448422936 29 23 14 11 5 0
1448665764 30 23 14 11 5 0
1448995535 30 24 14 11 5 0
1454699554 30 24 14 11 5 1
1454704101 30 24 14 11 5 2
