1422404645 0 0 1924 0 0 0
1422404850 0 0 1924 0 0 0
1423937135 0 0 2050 0 0 0
1423937200 0 0 2050 0 0 0
1425398299 1100 0 2050 0 0 0
1427819829 1317 0 2050 0 0 0
1428434794 1317 0 2223 0 0 0
1428455701 1317 0 2247 0 0 0
1428455786 1317 0 2247 0 0 0
1429055868 1317 0 2383 0 0 0
1429629056 1317 0 2410 0 0 0
1429629113 1317 0 2410 0 0 0
1429629807 1317 0 2424 0 0 0
1430075763 1317 0 2555 0 0 0
1430076120 1317 0 2555 0 0 0
1430076818 1317 0 2572 0 0 0
1430084129 1317 0 2672 0 0 0
1430268366 1317 0 2872 0 0 0
1430268472 1317 0 2872 0 0 0
1430268555 1317 0 2872 0 0 0
1441659028 1414 0 2872 0 0 0
1441659108 1414 0 2872 0 0 0
1441760249 1414 0 2872 14 0 0
1441760965 1414 0 2872 18 0 0
1441762104 1414 0 2872 31 0 0
1441763713 1414 0 2872 52 0 0
1441768072 1414 0 2872 60 0 0
1441769128 1414 0 2872 60 0 0
1441770169 1414 0 2872 264 0 0
1441803382 1414 0 2872 264 0 0
1441859736 1414 0 2872 278 0 0
1441860423 1414 0 2872 298 0 0
1441868749 1414 0 2872 298 0 0
1442535909 1619 0 2872 298 0 0
1442594305 1690 0 2872 298 0 0
1442597943 1729 0 2872 298 0 0
1442599083 1735 0 2872 298 0 0
1442803860 1865 0 2872 298 0 0
1442805905 1933 0 2872 298 0 0
1442806479 1946 0 2872 298 0 0
1442806809 1946 0 2872 298 0 0
1442806858 1947 0 2872 298 0 0
1442806919 1947 2 2872 298 0 0
1442853628 1981 2 2872 298 0 0
1442853679 1981 2 2872 298 0 0
1442891410 1981 2 2872 312 0 0
1442936875 1981 2 2872 312 0 0
1444690310 2446 2 2872 312 0 0
1444690415 2446 2 2872 312 0 0
1444752758 2695 2 2872 312 0 0
1444753026 2695 2 2872 312 0 0
1444868503 2764 2 2872 312 0 0
1444868617 2764 2 2872 312 0 0
1445185807 2813 2 2872 312 0 0
1445187890 2849 2 2872 312 0 0
1445187993 2849 2 2872 312 0 0
1445188218 2858 2 2872 312 0 0
1445188282 2858 2 2872 312 0 0
1445373312 2858 2 2872 312 20 0
1445373655 2858 2 2872 312 20 0
1446080345 3045 2 2872 312 20 0
1446080913 3067 2 2872 312 20 0
1446147444 3118 2 2872 312 20 0
1446152369 3156 2 2872 312 20 0
1446152508 3167 2 2872 312 20 0
1446152574 3167 2 2872 312 20 0
1446955126 3278 2 2872 312 20 0
1447295008 3290 2 2872 312 20 0
1447295157 3290 2 2872 312 20 0
1447798565 3290 2 2872 312 73 0
1447798654 3290 2 2872 312 73 0
1447798904 3290 2 2872 312 73 0
1447817445 3290 2 2872 327 73 0
1447817846 3290 2 2872 342 73 0
1447820144 3290 2 2872 342 73 0
1448421618 3394 2 2872 342 73 0
1448421747 3404 2 2872 342 73 0
1448421897 3404 2 2872 342 73 0
1448422831 3423 2 2872 342 73 0
1448422876 3431 2 2872 342 73 0
1448422936 3431 2 2872 342 73 0
1448665764 3520 2 2872 342 73 0
1448995535 3520 2 2872 342 73 0
1454699554 3520 2 2872 342 73 674
1454704101 3520 2 2872 342 73 693
